fold,val_acc,val_f1
1,90.1503164556962,0.9003173905889583
2,90.42342698852394,0.9026652849682824
3,90.54214483577364,0.9044524025789946
4,90.06727344677483,0.8993324097337647
5,88.52394143252869,0.8842784778038925
